squad_id,announcement_date,player_name,dob,caps_at_announcement,caps_source
Summer NC 2026,2026-06-23,Beno Obano,1996-09-03,4,derived_from_lineups
Summer NC 2026,2026-06-23,Asher Opoku-Fordjour,2004-07-16,6,derived_from_lineups
Summer NC 2026,2026-06-23,Vilikesa Sela,2005-04-12,0,derived_from_lineups
Summer NC 2026,2026-06-23,Ollie Chessum,2000-09-06,35,derived_from_lineups
Summer NC 2026,2026-06-23,Arthur Clark,2001-12-19,1,derived_from_lineups
Summer NC 2026,2026-06-23,Alex Coles,1999-09-21,19,derived_from_lineups
Summer NC 2026,2026-06-23,Charlie Ewels,1995-06-25,34,derived_from_lineups
Summer NC 2026,2026-06-23,George Martin,2001-06-18,21,derived_from_lineups
Summer NC 2026,2026-06-23,Tom Curry,1998-06-15,66,derived_from_lineups
Summer NC 2026,2026-06-23,Ben Earl,1998-01-07,51,derived_from_lineups
Summer NC 2026,2026-06-23,Greg Fisilau,2003-07-09,0,derived_from_lineups
Summer NC 2026,2026-06-23,Ted Hill,1999-03-26,5,derived_from_lineups
Summer NC 2026,2026-06-23,Guy Pepper,2003-04-21,12,derived_from_lineups
Summer NC 2026,2026-06-23,Henry Pollock,2005-01-14,10,derived_from_lineups
Summer NC 2026,2026-06-23,Alex Mitchell,1997-05-25,30,derived_from_lineups
Summer NC 2026,2026-06-23,Ben Spencer,1992-07-31,18,derived_from_lineups
Summer NC 2026,2026-06-23,Jack van Poortvliet,2001-05-15,24,derived_from_lineups
Summer NC 2026,2026-06-23,George Ford,1993-03-16,108,derived_from_lineups
Summer NC 2026,2026-06-23,Benhard Janse van Rensburg,2001-06-01,0,estimated
Summer NC 2026,2026-06-23,Fin Smith,2002-05-11,16,derived_from_lineups
Summer NC 2026,2026-06-23,Marcus Smith,1999-02-14,48,derived_from_lineups
Summer NC 2026,2026-06-23,Seb Atkinson,2002-05-21,4,derived_from_lineups
Summer NC 2026,2026-06-23,Noah Caluori,2005-01-01,2,estimated
Summer NC 2026,2026-06-23,Max Ojomoh,2000-09-14,2,derived_from_lineups
Summer NC 2026,2026-06-23,Henry Slade,1993-03-19,74,derived_from_lineups
Summer NC 2026,2026-06-23,Immanuel Feyi-Waboso,2002-12-20,13,derived_from_lineups
Summer NC 2026,2026-06-23,Tommy Freeman,2001-03-05,27,derived_from_lineups
Summer NC 2026,2026-06-23,Cadan Murley,1999-01-31,6,derived_from_lineups
Summer NC 2026,2026-06-23,George Furbank,1996-10-17,14,derived_from_lineups
Summer NC 2026,2026-06-23,Freddie Steward,2000-12-05,44,derived_from_lineups
