squad_id,announcement_date,competition,player_name,position,club,captain
6N 2026,2026-01-27,Six Nations 2026,Theo Dan,Hooker,Saracens,
6N 2026,2026-01-27,Six Nations 2026,Jamie George,Hooker,Saracens,
6N 2026,2026-01-27,Six Nations 2026,Trevor Davison,Prop,Northampton Saints,
6N 2026,2026-01-27,Six Nations 2026,Ellis Genge,Prop,Bristol Bears,
6N 2026,2026-01-27,Six Nations 2026,Joe Heyes,Prop,Leicester Tigers,
6N 2026,2026-01-27,Six Nations 2026,Emmanuel Iyogun,Prop,Northampton Saints,
6N 2026,2026-01-27,Six Nations 2026,Bevan Rodd,Prop,Sale Sharks,
6N 2026,2026-01-27,Six Nations 2026,Vilikesa Sela,Prop,Bath Rugby,
6N 2026,2026-01-27,Six Nations 2026,Ollie Chessum,Lock,Leicester Tigers,
6N 2026,2026-01-27,Six Nations 2026,Arthur Clark,Lock,Gloucester Rugby,
6N 2026,2026-01-27,Six Nations 2026,Alex Coles,Lock,Northampton Saints,
6N 2026,2026-01-27,Six Nations 2026,Maro Itoje,Lock,Saracens,C
6N 2026,2026-01-27,Six Nations 2026,Chandler Cunningham-South,Back Row,Harlequins,
6N 2026,2026-01-27,Six Nations 2026,Tom Curry,Back Row,Sale Sharks,
6N 2026,2026-01-27,Six Nations 2026,Ben Earl,Back Row,Saracens,
6N 2026,2026-01-27,Six Nations 2026,Greg Fisilau,Back Row,Exeter Chiefs,
6N 2026,2026-01-27,Six Nations 2026,Guy Pepper,Back Row,Bath Rugby,
6N 2026,2026-01-27,Six Nations 2026,Henry Pollock,Back Row,Northampton Saints,
6N 2026,2026-01-27,Six Nations 2026,Sam Underhill,Back Row,Bath Rugby,
6N 2026,2026-01-27,Six Nations 2026,Alex Mitchell,Scrum Half,Northampton Saints,
6N 2026,2026-01-27,Six Nations 2026,Ben Spencer,Scrum Half,Bath Rugby,
6N 2026,2026-01-27,Six Nations 2026,Jack van Poortvliet,Scrum Half,Leicester Tigers,
6N 2026,2026-01-27,Six Nations 2026,George Ford,Fly Half,Sale Sharks,
6N 2026,2026-01-27,Six Nations 2026,Marcus Smith,Fly Half,Harlequins,
6N 2026,2026-01-27,Six Nations 2026,Seb Atkinson,Centre,Gloucester Rugby,
6N 2026,2026-01-27,Six Nations 2026,Fraser Dingwall,Centre,Northampton Saints,
6N 2026,2026-01-27,Six Nations 2026,Max Ojomoh,Centre,Bath Rugby,
6N 2026,2026-01-27,Six Nations 2026,Henry Slade,Centre,Exeter Chiefs,
6N 2026,2026-01-27,Six Nations 2026,Henry Arundell,Winger,Bath Rugby,
6N 2026,2026-01-27,Six Nations 2026,Immanuel Feyi-Waboso,Winger,Exeter Chiefs,
6N 2026,2026-01-27,Six Nations 2026,Tommy Freeman,Winger,Northampton Saints,
6N 2026,2026-01-27,Six Nations 2026,Cadan Murley,Winger,Harlequins,
6N 2026,2026-01-27,Six Nations 2026,Elliot Daly,Full Back,Saracens,
6N 2026,2026-01-27,Six Nations 2026,George Furbank,Full Back,Northampton Saints,
6N 2026,2026-01-27,Six Nations 2026,Freddie Steward,Full Back,Leicester Tigers,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Jamie George,Hooker,Saracens,C
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Luke Cowan-Dickie,Hooker,Sale Sharks,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Theo Dan,Hooker,Saracens,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Ellis Genge,Prop,Bristol Bears,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Joe Heyes,Prop,Leicester Tigers,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,George Kloska,Prop,Bristol Bears,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Beno Obano,Prop,Bath Rugby,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Asher Opoku-Fordjour,Prop,Sale Sharks,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Vilikesa Sela,Prop,Bath Rugby,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Ollie Chessum,Lock,Leicester Tigers,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Arthur Clark,Lock,Gloucester Rugby,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Alex Coles,Lock,Northampton Saints,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Charlie Ewels,Lock,Bath Rugby,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,George Martin,Lock,Leicester Tigers,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Tom Curry,Back Row,Sale Sharks,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Ben Earl,Back Row,Saracens,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Greg Fisilau,Back Row,Exeter Chiefs,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Ted Hill,Back Row,Bath Rugby,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Guy Pepper,Back Row,Bath Rugby,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Henry Pollock,Back Row,Northampton Saints,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Alex Mitchell,Scrum Half,Northampton Saints,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Ben Spencer,Scrum Half,Bath Rugby,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Jack van Poortvliet,Scrum Half,Leicester Tigers,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,George Ford,Fly Half,Sale Sharks,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Benhard Janse van Rensburg,Fly Half,Bristol Bears,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Fin Smith,Fly Half,Northampton Saints,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Marcus Smith,Fly Half,Harlequins,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Seb Atkinson,Centre,Gloucester Rugby,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Noah Caluori,Centre,Saracens,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Max Ojomoh,Centre,Bath Rugby,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Henry Slade,Centre,Exeter Chiefs,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Immanuel Feyi-Waboso,Winger,Exeter Chiefs,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Tommy Freeman,Winger,Northampton Saints,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Cadan Murley,Winger,Harlequins,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,George Furbank,Full Back,Northampton Saints,
Summer NC 2026,2026-06-23,Nations Championship Summer 2026,Freddie Steward,Full Back,Leicester Tigers,
