playerId,firstName,lastName,dateOfBirth,birthPlace,height,weight,country,nationalTeamId,nationalTeamName,teamId,teamName
177559,Alex,Mitchell,1997-05-25,Maidstone,180,81,England,1,England,3436,Northampton Saints
117545,Charlie,Chapman,1998-12-01,Gloucester,175,83,England,,,1574,Gloucester Rugby
137026,Kieran,Verden,1998-11-06,Taunton,180,120,England,,,2448,Bath Rugby
188174,Jimmy,Roots,2000-01-31,Auckland,188,124,New Zealand,,,1574,Exeter Chiefs
160844,Raffi,Quirke,2001-08-18,Chorlton,178,83,England,1,England,3964,Sale Sharks
120165,Cam,Jordan,1999-11-17,Leicester,198,122,England,,,4293,Gloucester Rugby
149058,Sam,Riley,2001-04-23,Chertsey,183,106,England,,,1229,Harlequins
188202,James,Whitcombe,2000-11-20,Keighley,183,110,England,,,1641,Leicester Tigers
202962,Cameron,Henderson,2000-01-13,,201,118,Hong Kong,2,Scotland,1711,Leicester Tigers
239330,Jimmy,Halliwell,2004-03-31,Bristol,188,129,England,,,4581,Bristol Bears
141000,Jamie,Hodgson,1998-03-19,Livingston,198,116,Scotland,2,Scotland,2038,Bristol Bears
137093,Jonny,Hill,1994-06-08,Ludlow,196,112,England,1,England,1405,Sale Sharks
165484,Willgriff,John,1992-12-04,Plymouth,188,128,England,3,Wales,3964,Sale Sharks
237272,Dafydd,Jenkins,2002-12-05,Bridgend,201,124,Wales,3,Wales,1574,Exeter Chiefs
244799,Angus,Hall,2005-09-17,Pembury,,93,England,,,2581,Saracens
175011,Max,Ojomoh,2000-09-14,Bath,183,98,England,1,England,2448,Bath Rugby
116514,Olly,Hartley,2002-02-19,Nottingham,193,106,England,,,2581,Saracens
185586,Henry,Walker,1998-03-10,Solihull,178,106,England,,,3436,Northampton Saints
104277,Iakopo,Mapu,1997-11-04,,183,106,,222,Samoa,4003,Northampton Saints
239596,Ben,Waghorn,2004-04-02,Sutton,188,97,England,,,1229,Harlequins
243130,Lucas,Friday,2006-07-13,Bromley,,,England,,,1229,Harlequins
239647,Olamide,Sodeke,2005-07-26,Islington,206,124,England,,,2581,Saracens
189699,Steele,Barker,2001-01-12,York,,,England,,,4581,Bristol Bears
106952,Noah,Heward,2000-10-11,Alcester,183,90,England,,,4581,Bristol Bears
188115,Harry,Byrne,1999-04-22,Dublin,188,90,Ireland,4,Ireland,5356,Bristol Bears
243059,Kepu,Tuipulotu,2005-09-02,,,,,,,2448,Bath Rugby
239490,Will,Glister,2005-05-05,Aylesbury,188,94,England,,,3436,Northampton Saints
124493,Ed,Prowse,2000-10-27,Huntingdon,193,123,England,,,3436,Northampton Saints
104042,Louie,Johnson,2003-06-13,Penrith,185,94,England,,,2581,Saracens
212196,Rekeiti,Ma'asi-White,2003-02-03,Truro,185,102,England,,,3964,Sale Sharks
239473,Tye,Raymont,2005-07-19,Leeds,185,115,England,,,3964,Sale Sharks
169829,Max,Clark,1995-10-03,Bridgend,191,100,Wales,,,2038,Newcastle Falcons
248787,Jonny,Weimann,2006-03-28,Hitchin,,,England,,,3436,Northampton Saints
157275,Cameron,Neild,1994-09-06,Sale,185,108,England,,,2038,Newcastle Falcons
241156,Jake,Murray,2003-08-02,Kingston-upon-Thames,178,82,England,,,1229,Harlequins
109630,Will,Hobson,2002-11-09,Norwich,193,125,England,,,1229,Harlequins
171271,Lewis,Pearson,1999-10-26,Leeds,193,114,England,,,1574,Exeter Chiefs
240233,Ben,Coen,2005-01-11,Bristol,180,85,England,,,1574,Exeter Chiefs
128691,Max,Norey,1999-08-05,Lewisham,185,105,England,,,1574,Exeter Chiefs
199029,Dan,John,2001-10-04,Cardiff,180,87,Wales,,,1574,Exeter Chiefs
243167,Kane,James,2005-03-26,Southampton,183,100,England,,,1574,Exeter Chiefs
243129,Lucas,Schmid,2004-10-13,Rotherham,191,104,England,,,1229,Harlequins
112368,Will,Butler,1998-04-17,Macclesfield,178,92,England,,,4293,Gloucester Rugby
239317,Paddy,Pearce,2004-05-07,Beaumont,191,97,England,,,4581,Bristol Bears
239553,Finn,Baker,2004-10-17,Leeds,201,100,England,,,2038,Newcastle Falcons
239297,Arthur,Green,2004-03-04,Lambeth,183,108,England,,,2448,Bath Rugby
244523,Jack,Cotgreave,2006-04-25,,,,,,,4293,Gloucester Rugby
176050,Jake,Morris,2000-05-12,Cheltenham,185,94,England,,,4293,Gloucester Rugby
110116,Harvey,Beaton,2001-03-15,Maidstone,188,126,England,,,2581,Saracens
101123,Ciaran,Donoghue,2003-01-07,Salisbury,183,84,England,,,2448,Bath Rugby
248979,Oscar,Usher,2004-06-12,,198,118,,,,2038,Newcastle Falcons
218695,Jasper,Spandler,2003-05-21,Colchester,178,102,England,,,2448,Bath Rugby
132895,Tom,Cowan,2002-08-02,Wrexham,185,103,Wales,,,2448,Bath Rugby
239294,Will,Jeanes,2004-02-12,Taunton,191,109,England,,,2448,Bath Rugby
243138,Ollie,Streeter,2006-07-01,Haywards Heath,,,England,,,1229,Harlequins
244498,Nick,Lilley,2006-03-21,,,,,,,1574,Exeter Chiefs
108939,Fyn,Brown,2002-10-11,Oxford,193,,England,,,3436,Northampton Saints
225330,Archie,Benson,2001-03-18,Cheltenham,198,106,England,,,3436,Northampton Saints
239485,Reuben,Logan,2005-07-28,Hammersmith,196,115,England,,,3964,Northampton Saints
244541,Alfie,Longstaff,2005-10-08,Leeds,,,England,,,3964,Sale Sharks
239604,Sean,Kerr,2004-11-08,Johannesburg,185,91,South Africa,,,1229,Harlequins
120187,Jonny,Green,2004-03-16,Haywards Heath,201,118,England,,,1229,Harlequins
250519,James,Pater,2007-02-07,,,,,,,3436,Northampton Saints
250654,Henry,Lumley,2007-07-18,,,,,,,3436,Northampton Saints
254052,Jack,Woods,2006-07-12,Newport,178,81,Wales,,,2448,Bath Rugby
239308,George,Timmins,2005-04-19,Kettering,188,100,England,,,2448,Bath Rugby
210731,John,Stewart,2002-03-08,Basingstoke,188,109,England,,,1711,Bath Rugby
241747,Neil,le Roux,2003-04-16,,175,76,,,,2448,Bath Rugby
240057,Scott,Kirk,2004-01-30,London,180,114,England,,,2448,Bath Rugby
243072,Tyler,Offiah,2006-06-29,,,,England,,,2448,Bath Rugby
103530,Tristan,Woodman,2004-02-12,Leeds,180,101,England,,,3964,Sale Sharks
242906,Dom,Hanson,2005-12-17,Stockport,,,England,,,3964,Sale Sharks
110114,Ross,Byrne,1995-04-08,Dublin,191,92,Ireland,4,Ireland,4293,Gloucester Rugby
217603,James,Venter,1996-08-21,Port Shepstone,178,92,South Africa,,,4293,Gloucester Rugby
244522,Harrison,Bellamy,2005-06-28,Cardiff,183,117,Wales,,,4293,Gloucester Rugby
147089,Archie,McArthur,2003-06-11,Reading,188,116,England,,,4293,Gloucester Rugby
131095,Ben,Loader,1998-11-08,Reading,188,92,England,,,4293,Gloucester Rugby
102295,Josiah,Edwards-Giraud,2002-12-25,Oxford,,,England,,,4293,Gloucester Rugby
248862,Kealan,Freeman Price,2007-04-20,,,,,,,4293,Gloucester Rugby
176289,James,Elliott,1998-08-29,Durham,178,82,England,,,2038,Newcastle Red Bulls
163400,George,McGuigan,1993-03-30,Northallerton,183,113,England,,,2038,Newcastle Red Bulls
202064,Fergus,Lee-Warner,1994-02-03,"Scone, NSW",193,113,Australia,,,2038,Newcastle Red Bulls
150399,Boeta,Chamberlain,1999-02-22,Paarl,180,86,South Africa,,,2038,Newcastle Red Bulls
242878,Jack,Dickens,2005-08-09,Derby,,,England,,,2038,Newcastle Red Bulls
120033,Eoghan,Clarke,1998-06-12,Dublin,183,111,Ireland,,,2581,Saracens
179047,Owen,Farrell,1991-09-24,Billinge,180,94,England,1,England,2581,Saracens
252989,Noah,Caluori,2006-09-22,,194,,,,,2581,Saracens
239649,Zach,Carr,2004-05-03,Wandsworth,198,106,England,,,1229,Harlequins
138343,Kieran,Treadwell,1995-11-06,Carshalton,198,118,England,4,Ireland,1229,Harlequins
161452,Harry,Williams,1991-10-01,Lambeth,188,130,England,1,England,1229,Harlequins
224220,Max,Green,1996-02-13,Bradford,178,82,England,,,1229,Harlequins
218848,George,Turner,1992-10-08,Edinburgh,180,102,Scotland,2,Scotland,1229,Harlequins
162399,Ludo,Kolade,2004-01-05,Kingston-upon-Thames,180,94,England,,,1229,Harlequins
161516,Henry,Arundell,2002-11-08,Akrotiri,183,96,Cyprus,1,England,2448,Bath Rugby
119745,Anthony,Belleau,1996-04-08,Villeneuve-sur-Lot,178,87,France,5,France,3436,Northampton Saints
123723,Danilo,Fischetti,1998-01-26,"Genzano di Roma,RM",180,112,Italy,6,Italy,3436,Northampton Saints
248790,Edoardo,Todaro,2006-09-24,,180,88,,6,Italy,3436,Northampton Saints
225654,JJ,van der Mescht,1999-05-04,Pretoria,198,138,South Africa,,,3436,Northampton Saints
110891,Steve,Varney,2001-05-16,Carmarthen,175,81,Wales,6,Italy,1574,Exeter Chiefs
128750,Andrea,Zambonin,2000-09-03,"Vicenza, VI",203,112,Italy,6,Italy,1574,Exeter Chiefs
213725,Joseph,Dweba,1995-10-25,Carltonville,175,110,South Africa,8,South Africa,1574,Exeter Chiefs
249693,Bachuki,Tchumbadze,2001-11-30,,183,119,Georgia,120,Georgia,1574,Exeter Chiefs
221988,Sam,Grahamslaw,1999-02-24,La Garenne-Colombes,193,125,France,,,4581,Bristol Bears
243508,Tom,Jordan,1998-09-18,Auckland,185,96,New Zealand,2,Scotland,4581,Bristol Bears
255411,Josh,Carrington,2002-04-25,Swansea,188,89,Wales,,,4581,Bristol Bears
120767,Louis,Rees-Zammit,2001-02-02,Penarth,191,100,Wales,3,Wales,4581,Bristol Bears
239272,Josh,Manz,2004-03-22,Kettering,196,112,England,,,1711,Leicester Tigers
128683,Billy,Searle,1996-03-25,Exeter,175,85,England,,,1711,Leicester Tigers
149842,James,Thompson,1999-07-13,,196,115,,,,1711,Leicester Tigers
237152,Joaquin,Moro,2001-01-24,Bahia Blanca,188,100,Argentina,10,Argentina,1711,Leicester Tigers
165469,Marius,Louw,1995-10-24,Bloemfontein,183,95,South Africa,,,3964,Sale Sharks
154164,Charlie,Titcombe,2001-12-28,Swindon,183,87,England,,,1711,Leicester Tigers
244534,Archie,van der Flier,2002-02-26,Hammersmith,191,121,England,,,1711,Leicester Tigers
242936,Charlie,West,2005-11-02,,,,,,,2581,Saracens
242942,Jack,Bracken,2005-10-15,,,,,,,2581,Saracens
243018,Aidan,Boshoff,2005-09-28,Abergavenny,185,92,Wales,,,4581,Bristol Bears
238494,Luka,Ivanishvili,2001-10-25,,188,108,,120,Georgia,4581,Bristol Bears
208996,Jack,Mann,1999-11-17,,196,115,Scotland,,,4293,Gloucester Rugby
191521,Josh,Basham,1999-04-17,Slough,193,90,England,,,4293,Gloucester Rugby
101383,Nepo,Laulala,1991-11-06,Fagaalu,183,133,American Samoa,7,New Zealand,4293,Gloucester Rugby
242539,Hugh,Bokenham,2001-07-20,"Sydney, NSW",193,113,Australia,,,4293,Gloucester Rugby
193878,James,Martin,1999-07-31,,,,,,,3436,Northampton Saints
188766,Cleopas,Kundiona,1998-12-15,Harare,183,114,Zimbabwe,268,Zimbabwe,3436,Northampton Saints
251584,Simon,Benitez Cruz,1999-09-06,,178,77,,10,Argentina,2038,Newcastle Red Bulls
254081,Ethan,Burger,2000-05-23,,193,122,South Africa,,,1574,Exeter Chiefs
229392,Julian,Heaven,2000-10-01,"Sydney, NSW",185,108,Australia,,,1574,Exeter Chiefs
211533,James,O'Connor,1990-07-05,"Southport, QLD",180,97,Australia,9,Australia,1711,Leicester Tigers
253626,Ale,Loman,2000-05-15,,,,,131,Sweden,1711,Leicester Tigers
240916,Boris,Wenger,2002-06-01,"Villa Maria, Cordoba",175,110,Argentina,10,Argentina,1229,Harlequins
215963,Guido,Petti,1994-11-17,Buenos Aires,193,110,Argentina,10,Argentina,1229,Harlequins
250879,Pedro,Delgado,1997-09-01,Santiago del Estero,183,135,Argentina,10,Argentina,1229,Harlequins
237895,Mike,Austin,2000-08-14,,185,87,England,,,4293,Gloucester Rugby
154458,Matias,Moroni,1991-03-29,Buenos Aires,185,92,Argentina,10,Argentina,4581,Bristol Bears
243174,Rhys,Beeckmans,2006-01-08,,183,93,,,,2038,Newcastle Red Bulls
249691,Stefan,Coetzee,1998-01-06,,196,102,,,,2038,Newcastle Red Bulls
239424,Ollie,Allan,2004-02-04,Swindon,183,89,England,,,1711,Leicester Tigers
237000,Tom,Hooper,2001-01-29,"Sydney, NSW",198,122,Australia,9,Australia,1574,Exeter Chiefs
185293,Len,Ikitau,1998-10-01,"Brisbane, QLD",183,96,Australia,9,Australia,1574,Exeter Chiefs
239590,Harry,Browne,2004-07-31,Epsom,201,107,England,,,1229,Harlequins
254908,Will,Knight,2007-04-03,,,,,,,4293,Gloucester Rugby
120444,Dian,Bleuler,1999-08-05,Panorama,183,112,South Africa,,,4293,Gloucester Rugby
239961,Nathan,Greenwood,2003-11-20,,175,77,,,,2038,Newcastle Red Bulls
239537,Patreece,Bell,2004-05-23,Lambeth,,,England,,,3964,Sale Sharks
201240,Regan,Grace,1996-12-12,Port Talbot,,,Wales,,,3964,Sale Sharks
218820,Tom,Christie,1998-03-04,Gore,185,105,New Zealand,,,2038,Newcastle Red Bulls
134737,Connor,Hancock,2000-11-10,Rotherham,183,120,England,,,2038,Newcastle Red Bulls
253378,Deian,Gwynne,2006-02-02,Aberystwyth,188,106,Wales,,,4293,Gloucester Rugby
163216,Rob,Russell,1999-01-13,Dublin,183,90,Ireland,,,4293,Gloucester Rugby
104022,Will,Trenholm,2001-09-06,Wandsworth,191,90,England,,,4293,Gloucester Rugby
152822,Tomas,Gwilliam,2002-11-19,Newport,,,Wales,,,4581,Bristol Bears
244744,Amena,Caqusau,2004-07-17,Salisbury,183,91,England,,,3436,Northampton Saints
242867,Sam,Williams,2005-03-14,Nottingham,188,103,England,,,1711,Leicester Tigers
250817,Campbell,Ridl,2005-02-02,Wandsworth,196,91,England,,,1574,Exeter Chiefs
244516,Ollie,Davies,2006-12-01,,,,,,,3964,Sale Sharks
224475,Joe,Bedlow,2002-03-29,Bury,,,England,,,3964,Sale Sharks
151148,George,Taylor,2002-12-11,,,,,,,4581,Bristol Bears
237220,Gurshwin,Wehr,1998-09-08,,188,70,South Africa,,,3964,Sale Sharks
185447,Jack,Musk,2000-03-04,Kingston-upon-Thames,175,100,England,,,1229,Harlequins
242961,George,Knowles,2006-07-17,,,,,,,4293,Gloucester Rugby
103033,Tietie,Tuimauga,1993-08-05,,188,130,,222,Samoa,2581,Saracens
242892,Ollie,Scola,2006-02-03,Northampton,,,England,,,3436,Northampton Saints
165885,Gabe,Hamer-Webb,2000-11-07,Bath,183,95,England,3,Wales,1711,Leicester Tigers
239321,Rhys,Price,2004-03-20,Southmead,,,England,,,4293,Gloucester Rugby
204384,Will,Crane,1994-02-16,Solihull,,,England,,,4293,Gloucester Rugby
242916,Jos,Gilmore,2005-11-25,,,,England,,,3964,Sale Sharks
255392,Enoch,Opoku Gyamfi,2006-03-03,,,,,6,Italy,2448,Bath Rugby
248937,Elliot,Williams,2007-05-29,,,,,,,1229,Harlequins
244917,George,Pearson,2006-01-25,Banbury,188,92,England,,,1711,Leicester Tigers
236951,Bernard,van der Linde,2000-11-30,Pretoria,175,86,South Africa,,,2448,Bath Rugby
244466,Reuben,Parsons,2005-09-19,Luton,188,107,England,,,2038,Newcastle Red Bulls
239592,Seb,Driscoll,2003-09-10,Redhill,183,101,England,,,1229,Harlequins
239493,Alex,O'Driscoll,2004-11-04,,,,,,,2581,Saracens
242543,Manaaki,Boyle-Tiatia,,,,,,,,4293,Gloucester Rugby
242884,Aiden,Ainsworth-Cave,2006-07-21,,,,England,,,3436,Northampton Saints
255527,Charlie,Ulcoq,,,,,,,,3436,Northampton Saints
165073,Harrison,Obatoyinbo,2001-07-15,,188,91,England,,,2038,Newcastle Red Bulls
239420,Finn,Worley-Brady,2004-10-26,Chelsea,188,104,England,,,1574,Exeter Chiefs
243055,Ralph,McEachran,2005-05-30,Guildford,191,115,England,,,3964,Sale Sharks
244456,Osian,Thomas,2004-11-30,Swansea,196,110,Wales,,,1711,Leicester Tigers
184653,Hamish,Watson,1991-10-15,Manchester,185,102,England,2,Scotland,1641,Leicester Tigers
248781,Harry,Palmer,2005-10-28,Nuneaton,,,England,,,1711,Leicester Tigers
225774,Ben,Healy,1999-06-29,Tipperary,191,97,Ireland,2,Scotland,1641,Newcastle Red Bulls
206768,Jack,Grant,1994-01-24,"Orange, NSW",180,79,Australia,,,1229,Harlequins
128592,Joe,Jones,1995-07-24,Wrexham,183,120,Wales,,,1229,Harlequins
244287,Danny,Eite,2003-06-28,Sutton Coldfield,198,105,England,,,4293,Gloucester Rugby
124431,Samson,Adejimi,2002-02-15,Waltham Forest,178,105,England,,,2038,Newcastle Red Bulls
239587,Ethan,Clarke,2004-04-29,Worthing,183,110,England,,,1229,Harlequins
250573,Dylan,Hodkinson,2006-10-11,,,,,,,3964,Sale Sharks
153502,Kofi,Cripps,2003-04-03,Watford,,,England,,,4581,Bristol Bears
165170,Hayden,Hyde,2000-09-15,Kingston-upon-Thames,188,100,England,,,1229,Harlequins
244518,Seb,Kelly,2006-02-08,Rochdale,,,England,,,3964,Sale Sharks
242903,Will,Austin,2004-10-20,Redhill,178,98,England,,,3533,Sale Sharks
248883,Sam,Winters,2006-11-28,,,,,,,2448,Bath Rugby
